Quận/Huyện,Tên đường/Làng xã,Đoạn: Từ - Đến,VT1,VT2,VT3,VT4,VT5,Loại,Trang
Quận 2,NGUYỄN THỊ ĐỊNH,CẦU GIỒNG ÔNG TỐ 1 - VÕ CHÍ CÔNG,7.840.000,3.920.000,3.136.000,2.508.800,-,Đất TM-DV đô thị,8
Quận 2,NGUYỄN THỊ ĐỊNH,VÕ CHÍ CÔNG - PHÀ CÁT LÁI,6.000.000,3.000.000,2.400.000,1.920.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN NÃO - MAI CHÍ THỌ,12.000.000,6.000.000,4.800.000,3.840.000,-,Đất TM-DV đô thị,8
Quận 2,NGUYỄN HOÀNG,XA LỘ HÀ NỘI - LƯƠNG ĐỊNH CỦA,11.200.000,5.600.000,4.480.000,3.584.000,-,Đất TM-DV đô thị,8
Quận 2,NGUYỄN QUÝ ĐỨC,"ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",11.520.000,5.760.000,4.608.000,3.686.400,-,Đất TM-DV đô thị,8
Quận 2,VŨ TÔNG PHAN,NGUYỄN HOÀNG - CUỐI ĐƯỜNG,10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,TRẦN LỰU,VŨ TÔNG PHAN - CUỐI ĐƯỜNG,10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 4 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN LỰU - LƯƠNG ĐỊNH CỦA,9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 4A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN LỰU - CUỐI ĐƯỜNG,9.760.000,4.880.000,3.904.000,3.123.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 5 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN NÃO - NGUYỄN QUÝ CẢNH,9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,THÁI THUẬN,NGUYỄN QUÝ CẢNH - CUỐI ĐƯỜNG,10.080.000,5.040.000,4.032.000,3.225.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 7 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 5 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - THÁI THUẬN",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 7C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 5 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - ĐƯỜNG SỐ 7 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,NGUYỄN QUÝ CẢNH,"ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - VŨ TÔNG PHAN",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 8 A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG SỐ 7C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - ĐƯỜNG 9 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 9 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",NGUYỄN QUÝ ĐỨC - THÁI THUẬN,10.080.000,5.040.000,4.032.000,3.225.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 10 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - BÌNH AN",VŨ TÔNG PHAN - ĐƯỜNG VÀNH ĐAI TÂY (DỰ ÁN 131),10.080.000,5.040.000,4.032.000,3.225.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 11 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - BÌNH AN","ĐƯỜNG 10 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - BÌNH AN - LƯƠNG ĐỊNH CỦA",10.080.000,5.040.000,4.032.000,3.225.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 12 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","TRẦN LỰU - ĐƯỜNG 37 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",9.600.000,4.800.000,3.840.000,3.072.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 14 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG SONG HÀNH (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - VŨ TÔNG PHAN",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 15 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","NGUYỄN HOÀNG - ĐƯỜNG 23 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",9.760.000,4.880.000,3.904.000,3.123.200,-,Đất TM-DV đô thị,8
Quận 2,DƯƠNG VĂN AN,"NGUYỄN HOÀNG - ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","THÁI THUẬN - ĐƯỜNG 14 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 18 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - ĐƯỜNG 20 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 18A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","THÁI THUẬN - ĐƯỜNG 18 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 19 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","THÁI THUẬN - ĐƯỜNG 22 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 20 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 17 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - DƯƠNG VĂN AN",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 22 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","VŨ TÔNG PHAN - ĐƯỜNG 16 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 23 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","DƯƠNG VĂN AN - ĐƯỜNG 19 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",9.760.000,4.880.000,3.904.000,3.123.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 24 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",VŨ TÔNG PHAN - ĐỖ PHÁP THUẬN,9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 25 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",VŨ TÔNG PHAN - ĐỖ PHÁP THUẬN,9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 28 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐỒ PHÁP THUẬN - ĐƯỜNG 31C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 29 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRỌN ĐƯỜNG -,9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,CAO ĐỨC LÂN,LƯƠNG ĐỊNH CỦA - NGUYỄN HOÀNG,10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,ĐỖ PHÁP THUẬN,"CAO ĐỨC LÂN - ĐƯỜNG 32 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,BÙI TÁ HÁN,TRỌN ĐƯỜNG -,10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 31A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",BÙI TÁ HÁN - CUỐI ĐƯỜNG,9.520.000,4.760.000,3.808.000,3.046.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 31B (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",BÙI TÁ HÁN - CUỐI ĐƯỜNG,10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 31C (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","BÙI TÁ HÁN - ĐƯỜNG 28 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 31D (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","BÙI TÁ HÁN - ĐƯỜNG 28 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 31E (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","BÙI TÁ HÁN - ĐƯỜNG 28 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 31F (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","BÙI TÁ HÁN - ĐƯỜNG 28 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",10.800.000,5.400.000,4.320.000,3.456.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 32 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",CAO ĐỨC LÂN - TRẦN LỰU,9.600.000,4.800.000,3.840.000,3.072.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 33 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRỌN ĐƯỜNG -,9.600.000,4.800.000,3.840.000,3.072.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 34 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 4A (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - CUỐI ĐƯỜNG",9.600.000,4.800.000,3.840.000,3.072.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 35 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","ĐƯỜNG 37 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ - LƯƠNG ĐỊNH CỦA",9.600.000,4.800.000,3.840.000,3.072.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 36 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ","BÙI TÁ HÁN - ĐƯỜNG 35 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",9.600.000,4.800.000,3.840.000,3.072.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG SỐ 37 (DỰ ÁN 131HA), PHƯỜNG AN PHÚ",TRẦN LỰU - CAO ĐỨC LÂN,9.920.000,4.960.000,3.968.000,3.174.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 3.5, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 6, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG ĐÔNG NGUYỄN VĂN GIÁP",4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 7, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 9, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.160.000,2.080.000,1.664.000,1.331.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 7, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 9, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 9, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 9, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 10, 11, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 18, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 12, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG ĐÔNG - GIÁO XỨ MỸ HÒA",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 13, 15, 16, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 18, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 14, PHƯỜNG BÌNH TRƯNG ĐÔNG","GIÁO XỨ MỸ HÒA - ĐƯỜNG 8, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 18, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 10, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 19, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 9, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 11, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 20, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 23, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 23, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 37, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 22, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 28, PHƯỜNG BÌNH TRƯNG ĐÔNG",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 23, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 31, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 9, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 23, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.120.000,1.560.000,1.248.000,998.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 25, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 26, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 27, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 25, PHƯỜNG BÌNH TRƯNG ĐÔNG",2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 27, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.520.000,1.760.000,1.408.000,1.126.400,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 28, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 29, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 30, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 31, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 31, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 23, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 32, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 31, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 33, PHƯỜNG BÌNH TRƯNG ĐÔNG",NGUYỄN DUY TRINH - DỰ ÁN CÔNG TY THỦ THIÊM,3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 33, PHƯỜNG BÌNH TRƯNG ĐÔNG","KHU DÂN CƯ HIỆN HỮU - ĐƯỜNG 51, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 34, PHƯỜNG BÌNH TRƯNG ĐÔNG",NGUYỄN DUY TRINH - CUỐI ĐƯỜNG,3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 35, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 13, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 17, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 37, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 21, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 38, PHƯỜNG BÌNH TRƯNG ĐÔNG",LÊ VĂN THỊNH - NGUYỄN TRUNG NGUYỆT,3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 39, PHƯỜNG BÌNH TRƯNG ĐÔNG",NGUYỄN DUY TRINH - NGUYỄN TRUNG NGUYỆT,3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 40, PHƯỜNG BÌNH TRƯNG ĐÔNG",NGUYỄN VĂN GIÁP - NGUYỄN ĐÔN TIẾT,2.960.000,1.480.000,1.184.000,947.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 41, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN TRUNG NGUYỆT - ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.360.000,1.680.000,1.344.000,1.075.200,-,Đất TM-DV đô thị,8
Quận 2,"ĐƯỜNG 42, PHƯỜNG BÌNH TRƯNG ĐÔNG","LÊ VĂN THỊNH - ĐƯỜNG 6, PHƯỜNG BÌNH TRƯNG ĐÔNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 43, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 44, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 24, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 46, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 48, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.840.000,1.920.000,1.536.000,1.228.800,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 47, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 50, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 48, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 46, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",3.600.000,1.800.000,1.440.000,1.152.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 49, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 52, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.800.000,2.400.000,1.920.000,1.536.000,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 50, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 46, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 49, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 53, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 54, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 33, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 54, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 51, PHƯỜNG BÌNH TRƯNG ĐÔNG - CUỐI ĐƯỜNG",4.320.000,2.160.000,1.728.000,1.382.400,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 56, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 63, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐỖ XUÂN HỢP",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 60, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 56, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 59, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 61, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 56, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 53, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 62, PHƯỜNG BÌNH TRƯNG ĐÔNG","ĐƯỜNG 51, PHƯỜNG BÌNH TRƯNG ĐÔNG - ĐƯỜNG 56, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG 63, PHƯỜNG BÌNH TRƯNG ĐÔNG","NGUYỄN DUY TRINH - ĐƯỜNG 51, PHƯỜNG BÌNH TRƯNG ĐÔNG",4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
Quận 2,"ĐƯỜNG NỘI BỘ THUỘC DỰ ÁN CÔNG TY THÁI DƯƠNG, PHƯỜNG BÌNH TRƯNG ĐÔNG",NGUYỄN DUY TRINH - CUỐI ĐƯỜNG,4.080.000,2.040.000,1.632.000,1.305.600,-,Đất TM-DV đô thị,9
